Question,Doc_index
등록 전 일반휴학은 어떤 기간에 신청하나요?,17.txt
등록 전 일반휴학은 어떻게 신청하나요?,17.txt
등록 후 일반휴학은 어떤 절차를 따르나요?,17.txt
신입생은 첫 학기에 휴학할 수 있나요?,17.txt
편입생은 첫 학기에 휴학이 가능한가요?,17.txt
의료 진단서를 제출하면 예외적으로 휴학 가능한가요?,17.txt
일반휴학 중 수료나 졸업이 가능한가요?,17.txt
수업일수 3/4선 이전에 휴학 신청해야 하나요?,17.txt
등록금을 이미 낸 경우 휴학하면 환불되나요?,17.txt
등록금 환불 기준은 어떻게 되나요?,17.txt
학기 개시 30일 이내 휴학하면 얼마 환불되나요?,17.txt
30~60일 사이 휴학 시 환불 금액은?,17.txt
60~90일 사이에 휴학하면 등록금 얼마 반환되나요?,17.txt
90일 이후 휴학 시 등록금은 반환되나요?,17.txt
등록금 반환 기준은 어디서 확인할 수 있나요?,17.txt
장학금 수령 후 휴학 시 어떻게 처리되나요?,17.txt
장학금 받은 뒤 휴학하면 반환 의무가 있나요?,17.txt
휴학 후 복학 시 남은 등록금을 다시 내야 하나요?,17.txt
일반휴학은 몇 학기까지 신청할 수 있나요?,17.txt
일반휴학은 1회에 최대 몇 학기 가능한가요?,17.txt
학사과정의 일반휴학 가능 총 학기는?,17.txt
약학대학 편입생의 일반휴학 가능 학기는?,17.txt
수업일수 기준은 휴학 신청에 어떻게 적용되나요?,17.txt
일반휴학 신청은 어디서 하나요?,17.txt
GLS에서 일반휴학 신청은 어떤 메뉴에서 하나요?,17.txt
등록 전 휴학과 등록 후 휴학의 차이는?,17.txt
신입생이 휴학 가능한 경우는 어떤 때인가요?,17.txt
편입생도 휴학 시 의료 진단서가 필요한가요?,17.txt
등록금 반환 기준은 학칙에 근거하나요?,17.txt
환불 절차는 어떻게 진행되나요?,17.txt
일반휴학 시 수업 중단 처리 기준은 무엇인가요?,17.txt
휴학 신청 후 승인까지 걸리는 시간은?,17.txt
수업일수 기준은 어디에서 확인하나요?,17.txt
일반휴학 중 학생 신분은 유지되나요?,17.txt
등록 전 일반휴학 승인 후 등록하면 어떻게 되나요?,17.txt
등록 후 휴학하면 학적은 어떻게 유지되나요?,17.txt
휴학 중 이중 등록은 가능한가요?,17.txt
일반휴학 신청 철회는 가능한가요?,17.txt
휴학 신청 승인 여부는 어디서 확인하나요?,17.txt
장학금 반환 금액은 어떻게 계산되나요?,17.txt
휴학 중 생활관 퇴실 시 환불은 어떻게 되나요?,17.txt
등록 후 일반휴학은 어떤 방식으로 진행되나요?,17.txt
GLS 외의 방법으로 휴학 신청 가능한가요?,17.txt
수강 신청 후 휴학하면 수강내역은 삭제되나요?,17.txt
재입학생의 휴학 가능 조건은 무엇인가요?,17.txt
휴학 신청 시 사유 입력은 필수인가요?,17.txt
정원 외 휴학이란 개념도 있나요?,17.txt
일반휴학과 특별휴학의 차이는 무엇인가요?,17.txt
특별휴학이란 무엇인가요?,18.txt
임신출산육아휴학은 어떤 경우에 신청할 수 있나요?,18.txt
창업휴학은 누구나 신청 가능한가요?,18.txt
임신출산육아휴학은 최대 몇 학기까지 가능한가요?,18.txt
창업휴학은 재학 중 총 몇 학기까지 가능한가요?,18.txt
육아휴학은 자녀 연령 제한이 있나요?,18.txt
육아휴학 시 만 8세 이하 자녀란 무슨 뜻인가요?,18.txt
부모 중 한 명만 육아휴학이 가능한 이유는?,18.txt
임신출산육아휴학 신청 시 필요한 서류는?,18.txt
가족관계증명서로 휴학 신청이 가능한가요?,18.txt
임신출산휴학 시 진단서 제출은 필수인가요?,18.txt
창업휴학을 위해 필요한 서류는 무엇인가요?,18.txt
창업휴학 신청은 어디서 하나요?,18.txt
창업휴학은 어떤 기업에 한해 신청 가능한가요?,18.txt
공공기관 창업도 창업휴학이 가능한가요?,18.txt
창업휴학은 창업지원단의 추천이 필요한가요?,18.txt
창업휴학은 어떤 절차를 통해 승인되나요?,18.txt
창업지원단은 언제부터 창업휴학을 담당하나요?,18.txt
대학원생도 창업휴학이 가능한가요?,18.txt
석사과정만 창업휴학이 가능한 이유는?,18.txt
창업교육센터에서 제시하는 서식이란 무엇인가요?,18.txt
창업휴학 신청은 심의가 필요한가요?,18.txt
심의를 통과하지 못하면 창업휴학은 불가한가요?,18.txt
창업휴학 신청 결과는 어디서 확인하나요?,18.txt
창업휴학 중 복학은 언제 가능한가요?,18.txt
임신출산육아휴학 후 등록금은 어떻게 되나요?,18.txt
등록금 분할납부자는 어떻게 처리되나요?,18.txt
임신출산휴학 중 복학 시 등록금 납부는?,18.txt
휴학 중 등록금이 이월된다는 의미는?,18.txt
특별휴학은 일반휴학과 무엇이 다른가요?,18.txt
임신휴학도 일반휴학 학기 수에 포함되나요?,18.txt
창업휴학은 일반휴학 학기 수에 포함되나요?,18.txt
창업휴학 후 창업이 실패한 경우 어떻게 되나요?,18.txt
창업휴학 시 수업자료 접근은 가능한가요?,18.txt
특별휴학 중에도 도서관 이용이 가능한가요?,18.txt
임신출산휴학 중에 성적 조회가 가능한가요?,18.txt
특별휴학 중 공모전 참가가 가능한가요?,18.txt
창업휴학은 몇 년까지 연장 가능한가요?,18.txt
창업지원단 심의 기준은 공개되나요?,18.txt
휴학 신청 후 결과는 언제 나오나요?,18.txt
임신출산휴학 중 시험 응시는 가능한가요?,18.txt
창업휴학 중 교내 활동은 가능한가요?,18.txt
임신휴학 중 의료보험은 유지되나요?,18.txt
출산휴학 중 학사일정 열람은 가능한가요?,18.txt
휴학 신청은 GLS 외에도 가능한 경로가 있나요?,18.txt
창업휴학자는 복학 시 별도 서류가 필요한가요?,18.txt
창업휴학의 인정 기준은 어디 명시되어 있나요?,18.txt
임신휴학 신청 시 진단서 발급 기준은?,18.txt
특별휴학은 제적 기준과 연관되나요?,18.txt
휴학 신청 시 일반/특별 중복 신청이 가능한가요?,18.txt
복학은 언제 신청하나요?,19.txt
일반복학이란 무엇인가요?,19.txt
복학 신청은 어디서 하나요?,19.txt
복학 신청 시 필요한 조건은 무엇인가요?,19.txt
복학 시 수강신청은 언제 가능한가요?,19.txt
등록금 납부는 복학 신청 전에 해야 하나요?,19.txt
복학 승인 후 등록금 납부는 언제까지 하나요?,19.txt
복학 후 수강신청은 어떤 절차인가요?,19.txt
복학 신청 기간은 어떻게 정해지나요?,19.txt
복학 신청 기한을 넘기면 어떻게 되나요?,19.txt
복학 신청 후 취소가 가능한가요?,19.txt
복학 시 기존 수강계획은 유지되나요?,19.txt
복학한 학생은 장학금 신청이 가능한가요?,19.txt
복학생도 수업 조기 등록이 가능한가요?,19.txt
복학 신청 승인 여부는 어디서 확인하나요?,19.txt
학기 도중 복학이 가능한가요?,19.txt
복학 후 수업 참여는 언제부터 하나요?,19.txt
복학생은 첫날부터 출석 인정되나요?,19.txt
복학 후 학적 상태는 바로 활성화되나요?,19.txt
복학 신청은 GLS 어디에서 하나요?,19.txt
복학 신청할 때 주의할 점은?,19.txt
복학 가능한 학기는 어떻게 정해지나요?,19.txt
연속 복학은 가능한가요?,19.txt
복학 조건은 개인 사정에 따라 다르나요?,19.txt
복학 승인까지 걸리는 기간은 얼마나 되나요?,19.txt
복학 가능 횟수에 제한이 있나요?,19.txt
휴학 중 복학 신청이 가능한가요?,19.txt
복학 신청 시 사유서를 작성해야 하나요?,19.txt
복학 시 휴학 연장은 가능한가요?,19.txt
일반복학 후 등록금은 바로 내야 하나요?,19.txt
복학 후 장학금 복구는 가능한가요?,19.txt
복학하면 자동으로 수강신청이 되나요?,19.txt
복학 신청 시 복지 서비스도 자동으로 재개되나요?,19.txt
복학한 학생도 동아리 활동이 가능한가요?,19.txt
복학 신청은 학적변동과 연계되나요?,19.txt
복학 시 건강검진 결과 제출이 필요한가요?,19.txt
복학 후 시험 응시는 언제부터 가능한가요?,19.txt
복학 이후 중도휴학이 가능한가요?,19.txt
복학 후 수강 취소는 가능한가요?,19.txt
복학 신청 중 변경은 가능한가요?,19.txt
복학 승인 후 휴학으로 바꾸는 건 되나요?,19.txt
복학 시 기숙사 신청은 어떻게 되나요?,19.txt
복학과 동시에 수료도 가능한가요?,19.txt
복학 신청 시 성적확인은 가능한가요?,19.txt
복학 시 이수구분 변경도 가능한가요?,19.txt
복학 예정자는 수강신청이 보장되나요?,19.txt
복학신청과 등록금 납부는 연계되나요?,19.txt
복학 후 지도교수 변경도 가능한가요?,19.txt
복학 상태에서도 수료는 유지되나요?,19.txt
대계열 입학생의 복학 조건은 무엇인가요?,19.txt
입대휴학이란 무엇인가요?,20.txt
입대휴학은 언제부터 신청할 수 있나요?,20.txt
입대휴학 신청 시기 제한이 있나요?,20.txt
입대휴학 신청은 어디서 하나요?,20.txt
입대휴학 신청 시 필요한 서류는?,20.txt
입영통지서는 어떻게 제출하나요?,20.txt
입대 4주 전부터 신청 가능한가요?,20.txt
입대휴학을 신청하지 않으면 어떻게 되나요?,20.txt
입대휴학 없이 입대한 경우 불이익은?,20.txt
입영 연기 시 어떤 절차가 필요한가요?,20.txt
귀향 조치 받은 경우 어떻게 하나요?,20.txt
귀향증은 언제까지 제출해야 하나요?,20.txt
입영연기 조치 후 재학 상태 전환은 어떻게 하나요?,20.txt
입대휴학 중 복학 시기는 언제인가요?,20.txt
입대휴학 중 학점 이수는 가능한가요?,20.txt
입대휴학 중 성적 확인은 가능한가요?,20.txt
입대 후 복학 시 수강신청은 언제 하나요?,20.txt
입대휴학 중 수업 참여가 가능한가요?,20.txt
입대휴학 중 도서관 이용은 가능한가요?,20.txt
입대휴학 중 교내 시스템 사용은 가능한가요?,20.txt
귀향했는데 학교에 알리지 않으면 어떻게 되나요?,20.txt
입영 연기 조치 후 학교 복귀 절차는?,20.txt
입대휴학 신청 후 입영이 연기되면?,20.txt
입대 전 수강 신청을 완료해도 되나요?,20.txt
입대휴학 신청자는 수강 취소도 필요한가요?,20.txt
입대휴학 중 등록금 납부는 필요한가요?,20.txt
입대휴학 중 장학금은 어떻게 되나요?,20.txt
입대휴학 중 기숙사 계약은 유지되나요?,20.txt
입대휴학 중 장학금 환수는 발생하나요?,20.txt
입대휴학 중 입영 취소되면 학교 복귀는?,20.txt
입대 후 즉시 복학 가능한가요?,20.txt
군 복무 중 병가나 귀향 시 처리 방법은?,20.txt
복무 중 중도 제대 시 복학 절차는?,20.txt
입대휴학 중 제적당할 수 있나요?,20.txt
입대휴학 중 학적 유지 조건은?,20.txt
입대휴학 중 졸업연기는 가능한가요?,20.txt
군 복무 중 학적은 어떤 상태인가요?,20.txt
입대휴학 후 제대복학 절차는?,20.txt
입대휴학 중 병무청 변경 통보는 필요한가요?,20.txt
입대휴학자도 연구등록이 가능한가요?,20.txt
입대휴학과 일반휴학 중복 신청 가능한가요?,20.txt
군 복무 중 자격증 시험 응시는 가능한가요?,20.txt
입대휴학자는 복학 시 수강 우선권이 있나요?,20.txt
군 제대 후 복학 시 우대 조항이 있나요?,20.txt
입대휴학 중 학적은 자동 정지되나요?,20.txt
입대휴학 중 등록금 면제가 되나요?,20.txt
입대휴학 시 학교 이메일 유지되나요?,20.txt
제대 후 복학 신청은 언제까지 하나요?,20.txt
복학 시 제대 확인 서류가 필요한가요?,20.txt
제대복학 신청은 어디에서 어떻게 진행하나요?,20.txt
임대휴학자의 학점은 어떤 조건에서 인정되나요?,21.txt
임대휴학 중 취득한 학점은 학위 취득에 포함되나요?,21.txt
임대휴학자는 수강한 모든 학점이 인정되나요?,21.txt
군 복무 중 사이버 강의 이수 학점은 어떻게 인정되나요?,21.txt
입대휴학자의 학점 인정을 위해 필요한 서류는 무엇인가요?,21.txt
임대휴학 중 이수한 과목은 어떤 조건에서 유효한가요?,21.txt
복학 시 임대휴학 중 취득한 학점을 자동 반영하나요?,21.txt
임대휴학자의 학점 인정을 위해 별도 신청이 필요한가요?,21.txt
입대휴학 중 학점 이수는 연 1회로 제한되나요?,21.txt
입대휴학 중 인정받을 수 없는 과목 유형은 무엇인가요?,21.txt
입대휴학자의 학점 인정은 총 몇 학점까지 가능한가요?,21.txt
군 복무 중 해외에서 이수한 학점도 인정되나요?,21.txt
입대휴학 중 취득한 학점은 교양과목으로만 인정되나요?,21.txt
사이버대학에서 수강한 과목도 인정이 가능한가요?,21.txt
임대휴학자의 학점 인정에 대한 심의 절차가 있나요?,21.txt
복무기관 추천서를 제출하면 어떤 효과가 있나요?,21.txt
복무기관 교육 이수확인서는 학점 인정에 사용되나요?,21.txt
임대휴학자의 학점인정 신청서 양식은 어디서 구하나요?,21.txt
입대휴학 중 수강학점의 최소 기준은 무엇인가요?,21.txt
군복무 중 교육 이수는 반드시 정규과정이어야 하나요?,21.txt
학점 인정 가능한 복무기관의 예시는 무엇인가요?,21.txt
임대휴학자의 학점 인정은 일반 복학자와 동일한가요?,21.txt
입대휴학 중 학점 이수 시 재학 상태와 차이는 무엇인가요?,21.txt
군 복무 중 이수한 교양 강의는 졸업 요건에 포함되나요?,21.txt
임대휴학자의 학점 인정은 성적 기준도 있나요?,21.txt
성적이 낮은 경우에도 학점 인정이 가능한가요?,21.txt
군 복무 중 단기 연수 프로그램도 학점 인정되나요?,21.txt
